SampleID,Date,time,Sampletype,Latitude,Longitude,Temp,SC,pH,DO,Secchi,Turbidity,Tide,Microcystis,volume,subsample,VegWeight,CommonName,Count,AdjCount,Station
EAV7-2-6APR2017,4/6/2017,12:30:00,sweepnet,38.05212368,-121.8542861,15.39999962,157,7.5,11.89999962,NA,21.10000038,NA,1=absent,0.375,100,NA,Collembola,7,7,Winter 5
EAV7-2-6APR2017,4/6/2017,12:30:00,sweepnet,38.05212368,-121.8542861,15.39999962,157,7.5,11.89999962,NA,21.10000038,NA,1=absent,0.375,100,NA,Hydrobiidae,1,1,Winter 5
EAV7-2-6APR2017,4/6/2017,12:30:00,sweepnet,38.05212368,-121.8542861,15.39999962,157,7.5,11.89999962,NA,21.10000038,NA,1=absent,0.375,100,NA,Mesoveliidae,10,10,Winter 5
EAV7-2-6APR2017,4/6/2017,12:30:00,sweepnet,38.05212368,-121.8542861,15.39999962,157,7.5,11.89999962,NA,21.10000038,NA,1=absent,0.375,100,NA,Ostracods,1,1,Winter 5
EAV7-2-6APR2017,4/6/2017,12:30:00,sweepnet,38.05212368,-121.8542861,15.39999962,157,7.5,11.89999962,NA,21.10000038,NA,1=absent,0.375,100,NA,Gnorimosphaeroma,1,1,Winter 5
EAV7-2-6APR2017,4/6/2017,12:30:00,sweepnet,38.05212368,-121.8542861,15.39999962,157,7.5,11.89999962,NA,21.10000038,NA,1=absent,0.375,100,NA,Planorbella,1,1,Winter 5
EAV7-2-6APR2017,4/6/2017,12:30:00,sweepnet,38.05212368,-121.8542861,15.39999962,157,7.5,11.89999962,NA,21.10000038,NA,1=absent,0.375,100,NA,Spider,1,1,Winter 5
EAV7-2-6APR2017,4/6/2017,12:30:00,sweepnet,38.05212368,-121.8542861,15.39999962,157,7.5,11.89999962,NA,21.10000038,NA,1=absent,0.375,100,NA,Earwig,1,1,Winter 5
EAV7-2-6APR2017,4/6/2017,12:30:00,sweepnet,38.05212368,-121.8542861,15.39999962,157,7.5,11.89999962,NA,21.10000038,NA,1=absent,0.375,100,NA,Physa,1,1,Winter 5
EAV7-2-6APR2017,4/6/2017,12:30:00,sweepnet,38.05212368,-121.8542861,15.39999962,157,7.5,11.89999962,NA,21.10000038,NA,1=absent,0.375,100,NA,Americorophium spinicorne,2,2,Winter 5
EAV7-2-6APR2017,4/6/2017,12:30:00,sweepnet,38.05212368,-121.8542861,15.39999962,157,7.5,11.89999962,NA,21.10000038,NA,1=absent,0.375,100,NA,Diptera Adult,10,10,Winter 5
EAV7-2-6APR2017,4/6/2017,12:30:00,sweepnet,38.05212368,-121.8542861,15.39999962,157,7.5,11.89999962,NA,21.10000038,NA,1=absent,0.375,100,NA,Curculionidae Larvae,4,4,Winter 5
EAV7-2-6APR2017,4/6/2017,12:30:00,sweepnet,38.05212368,-121.8542861,15.39999962,157,7.5,11.89999962,NA,21.10000038,NA,1=absent,0.375,100,NA,Gammarid juvenile,1,1,Winter 5
EAV7-30MAR2017,3/30/2017,12:58:00,sweepnet,38.08258782,-121.728077,13.89999962,127,6.699999809,13.60000038,44,25.5,2=ebb,1=absent,0.375,100,NA,Ant,2,2,Horsebend1
EAV7-30MAR2017,3/30/2017,12:58:00,sweepnet,38.08258782,-121.728077,13.89999962,127,6.699999809,13.60000038,44,25.5,2=ebb,1=absent,0.375,100,NA,Ceratopogonidae larvae,1,1,Horsebend1
EAV7-30MAR2017,3/30/2017,12:58:00,sweepnet,38.08258782,-121.728077,13.89999962,127,6.699999809,13.60000038,44,25.5,2=ebb,1=absent,0.375,100,NA,Amphipod UNID,1,1,Horsebend1
EAV7-30MAR2017,3/30/2017,12:58:00,sweepnet,38.08258782,-121.728077,13.89999962,127,6.699999809,13.60000038,44,25.5,2=ebb,1=absent,0.375,100,NA,Mite,1,1,Horsebend1
EAV7-30MAR2017,3/30/2017,12:58:00,sweepnet,38.08258782,-121.728077,13.89999962,127,6.699999809,13.60000038,44,25.5,2=ebb,1=absent,0.375,100,NA,Nematode,2,2,Horsebend1
EAV7-30MAR2017,3/30/2017,12:58:00,sweepnet,38.08258782,-121.728077,13.89999962,127,6.699999809,13.60000038,44,25.5,2=ebb,1=absent,0.375,100,NA,Chironomid Larvae,2,2,Horsebend1
EAV7-30MAR2017,3/30/2017,12:58:00,sweepnet,38.08258782,-121.728077,13.89999962,127,6.699999809,13.60000038,44,25.5,2=ebb,1=absent,0.375,100,NA,Gammarid juvenile,2,2,Horsebend1
EAV7-30MAR2017,3/30/2017,12:58:00,sweepnet,38.08258782,-121.728077,13.89999962,127,6.699999809,13.60000038,44,25.5,2=ebb,1=absent,0.375,100,NA,Neomysis mercedis,3,3,Horsebend1
EAV7-30MAR2017,3/30/2017,12:58:00,sweepnet,38.08258782,-121.728077,13.89999962,127,6.699999809,13.60000038,44,25.5,2=ebb,1=absent,0.375,100,NA,Oligocheate,6,6,Horsebend1
EAV7-30MAR2017,3/30/2017,12:58:00,sweepnet,38.08258782,-121.728077,13.89999962,127,6.699999809,13.60000038,44,25.5,2=ebb,1=absent,0.375,100,NA,Planaria,1,1,Horsebend1
eav7-3APR2017,4/3/2017,11:19:00,sweepnet,38.04218957,-121.8444516,15.19999981,148,6.800000191,12.60000038,44,54.5,2=ebb,1=absent,0.375,100,NA,Gnorimosphaeroma,1,1,801 FRP
eav7-3APR2017,4/3/2017,11:19:00,sweepnet,38.04218957,-121.8444516,15.19999981,148,6.800000191,12.60000038,44,54.5,2=ebb,1=absent,0.375,100,NA,Ant,1,1,801 FRP
eav7-3APR2017,4/3/2017,11:19:00,sweepnet,38.04218957,-121.8444516,15.19999981,148,6.800000191,12.60000038,44,54.5,2=ebb,1=absent,0.375,100,NA,Collembola,3,3,801 FRP
eav7-3APR2017,4/3/2017,11:19:00,sweepnet,38.04218957,-121.8444516,15.19999981,148,6.800000191,12.60000038,44,54.5,2=ebb,1=absent,0.375,100,NA,Hyalella,3,3,801 FRP
eav7-3APR2017,4/3/2017,11:19:00,sweepnet,38.04218957,-121.8444516,15.19999981,148,6.800000191,12.60000038,44,54.5,2=ebb,1=absent,0.375,100,NA,Chironomid Larvae,1,1,801 FRP
eav7-3APR2017,4/3/2017,11:19:00,sweepnet,38.04218957,-121.8444516,15.19999981,148,6.800000191,12.60000038,44,54.5,2=ebb,1=absent,0.375,100,NA,Oligocheate,2,2,801 FRP
EAV7-3May2016,5/3/2016,13:27:00,sweepnet,38.29474,-121.69189,21,346,8.800000191,12.89999962,26,44.59999847,4=flood,1=absent,0.375,100,NA,Mite,1,1,Liberty tules
EAV7-3May2016,5/3/2016,13:27:00,sweepnet,38.29474,-121.69189,21,346,8.800000191,12.89999962,26,44.59999847,4=flood,1=absent,0.375,100,NA,Hydroptilidae Larvae Caddisfly,1,1,Liberty tules
EAV7-3May2016,5/3/2016,13:27:00,sweepnet,38.29474,-121.69189,21,346,8.800000191,12.89999962,26,44.59999847,4=flood,1=absent,0.375,100,NA,Spider,1,1,Liberty tules
EAV7-3May2016,5/3/2016,13:27:00,sweepnet,38.29474,-121.69189,21,346,8.800000191,12.89999962,26,44.59999847,4=flood,1=absent,0.375,100,NA,Hyalella,1,1,Liberty tules
EAV7-3May2016,5/3/2016,13:27:00,sweepnet,38.29474,-121.69189,21,346,8.800000191,12.89999962,26,44.59999847,4=flood,1=absent,0.375,100,NA,Fish,1,1,Liberty tules
EAV7-3May2016,5/3/2016,13:27:00,sweepnet,38.29474,-121.69189,21,346,8.800000191,12.89999962,26,44.59999847,4=flood,1=absent,0.375,100,NA,Corixidae,2,2,Liberty tules
EAV7-4APR2017,4/4/2017,11:00:00,sweepnet,38.0218875,-121.833697,15.60000038,158,7.199999809,12.5,54,13.60000038,2=ebb,1=absent,0.375,100,0.14,Hemiptera Other,1,1,Dow 5
EAV7-4APR2017,4/4/2017,11:00:00,sweepnet,38.0218875,-121.833697,15.60000038,158,7.199999809,12.5,54,13.60000038,2=ebb,1=absent,0.375,100,0.14,Americorophium spinicorne,2,2,Dow 5
EAV7-4APR2017,4/4/2017,11:00:00,sweepnet,38.0218875,-121.833697,15.60000038,158,7.199999809,12.5,54,13.60000038,2=ebb,1=absent,0.375,100,0.14,Amphipod UNID,6,6,Dow 5
EAV7-4APR2017,4/4/2017,11:00:00,sweepnet,38.0218875,-121.833697,15.60000038,158,7.199999809,12.5,54,13.60000038,2=ebb,1=absent,0.375,100,0.14,Mesoveliidae,1,1,Dow 5
EAV7-4APR2017,4/4/2017,11:00:00,sweepnet,38.0218875,-121.833697,15.60000038,158,7.199999809,12.5,54,13.60000038,2=ebb,1=absent,0.375,100,0.14,Hyalella,8,8,Dow 5
EAV7-4APR2017,4/4/2017,11:00:00,sweepnet,38.0218875,-121.833697,15.60000038,158,7.199999809,12.5,54,13.60000038,2=ebb,1=absent,0.375,100,0.14,Invertebrate UNID,1,1,Dow 5
EAV7-4APR2017,4/4/2017,11:00:00,sweepnet,38.0218875,-121.833697,15.60000038,158,7.199999809,12.5,54,13.60000038,2=ebb,1=absent,0.375,100,0.14,Lymnaea,1,1,Dow 5
EAV7-4APR2017,4/4/2017,11:00:00,sweepnet,38.0218875,-121.833697,15.60000038,158,7.199999809,12.5,54,13.60000038,2=ebb,1=absent,0.375,100,0.14,Gnorimosphaeroma,3,3,Dow 5
EAV7-4APR2017,4/4/2017,11:00:00,sweepnet,38.0218875,-121.833697,15.60000038,158,7.199999809,12.5,54,13.60000038,2=ebb,1=absent,0.375,100,0.14,Physa,3,3,Dow 5
EAV7-4APR2017,4/4/2017,11:00:00,sweepnet,38.0218875,-121.833697,15.60000038,158,7.199999809,12.5,54,13.60000038,2=ebb,1=absent,0.375,100,0.14,Vellidae,1,1,Dow 5
EAV7-4APR2017,4/4/2017,11:00:00,sweepnet,38.0218875,-121.833697,15.60000038,158,7.199999809,12.5,54,13.60000038,2=ebb,1=absent,0.375,100,0.14,Chironomid Larvae,5,5,Dow 5
EAV7-4APR2017,4/4/2017,11:00:00,sweepnet,38.0218875,-121.833697,15.60000038,158,7.199999809,12.5,54,13.60000038,2=ebb,1=absent,0.375,100,0.14,Collembola,36,36,Dow 5
EAV7-4APR2017,4/4/2017,11:00:00,sweepnet,38.0218875,-121.833697,15.60000038,158,7.199999809,12.5,54,13.60000038,2=ebb,1=absent,0.375,100,0.14,Gammarus,1,1,Dow 5
EAV7-4APR2017,4/4/2017,11:00:00,sweepnet,38.0218875,-121.833697,15.60000038,158,7.199999809,12.5,54,13.60000038,2=ebb,1=absent,0.375,100,0.14,Gammarid juvenile,2,2,Dow 5
EAV7-4APR2017,4/4/2017,11:00:00,sweepnet,38.0218875,-121.833697,15.60000038,158,7.199999809,12.5,54,13.60000038,2=ebb,1=absent,0.375,100,0.14,Diptera Pupae,3,3,Dow 5
EAV7-4APR2017,4/4/2017,11:00:00,sweepnet,38.0218875,-121.833697,15.60000038,158,7.199999809,12.5,54,13.60000038,2=ebb,1=absent,0.375,100,0.14,Crangonyx,49,49,Dow 5
EAV7-4APR2017,4/4/2017,11:00:00,sweepnet,38.0218875,-121.833697,15.60000038,158,7.199999809,12.5,54,13.60000038,2=ebb,1=absent,0.375,100,0.14,Dytiscidae adult,1,1,Dow 5
EAV7-4APR2017,4/4/2017,11:00:00,sweepnet,38.0218875,-121.833697,15.60000038,158,7.199999809,12.5,54,13.60000038,2=ebb,1=absent,0.375,100,0.14,Diptera Adult,8,8,Dow 5
EAV8-17Mar2016,3/17/2016,9:35:00,sweepnet,38.25902,-121.79259,14.39999962,236,7.099999905,NA,NA,47.20000076,4=flood,1=absent,0.375,100,12.63,Corixidae,13,13,Lindsey tules
EAV8-17Mar2016,3/17/2016,9:35:00,sweepnet,38.25902,-121.79259,14.39999962,236,7.099999905,NA,NA,47.20000076,4=flood,1=absent,0.375,100,12.63,Fluminicola,9,9,Lindsey tules
EAV8-17Mar2016,3/17/2016,9:35:00,sweepnet,38.25902,-121.79259,14.39999962,236,7.099999905,NA,NA,47.20000076,4=flood,1=absent,0.375,100,12.63,Diptera Adult,1,1,Lindsey tules
EAV8-17Mar2016,3/17/2016,9:35:00,sweepnet,38.25902,-121.79259,14.39999962,236,7.099999905,NA,NA,47.20000076,4=flood,1=absent,0.375,100,12.63,Diptera Larvae Other,1,1,Lindsey tules
EAV8-17Mar2016,3/17/2016,9:35:00,sweepnet,38.25902,-121.79259,14.39999962,236,7.099999905,NA,NA,47.20000076,4=flood,1=absent,0.375,100,12.63,Crangonyx,10,10,Lindsey tules
EAV8-17Mar2016,3/17/2016,9:35:00,sweepnet,38.25902,-121.79259,14.39999962,236,7.099999905,NA,NA,47.20000076,4=flood,1=absent,0.375,100,12.63,Gnorimosphaeroma,64,64,Lindsey tules
EAV8-17Mar2016,3/17/2016,9:35:00,sweepnet,38.25902,-121.79259,14.39999962,236,7.099999905,NA,NA,47.20000076,4=flood,1=absent,0.375,100,12.63,Gyraulus,3,3,Lindsey tules
EAV8-17Mar2016,3/17/2016,9:35:00,sweepnet,38.25902,-121.79259,14.39999962,236,7.099999905,NA,NA,47.20000076,4=flood,1=absent,0.375,100,12.63,Diptera Pupae,4,4,Lindsey tules
EAV8-17Mar2016,3/17/2016,9:35:00,sweepnet,38.25902,-121.79259,14.39999962,236,7.099999905,NA,NA,47.20000076,4=flood,1=absent,0.375,100,12.63,Planaria,2,2,Lindsey tules
EAV8-17Mar2016,3/17/2016,9:35:00,sweepnet,38.25902,-121.79259,14.39999962,236,7.099999905,NA,NA,47.20000076,4=flood,1=absent,0.375,100,12.63,Curculionidae adult,2,2,Lindsey tules
EAV8-17Mar2016,3/17/2016,9:35:00,sweepnet,38.25902,-121.79259,14.39999962,236,7.099999905,NA,NA,47.20000076,4=flood,1=absent,0.375,100,12.63,Mite,7,7,Lindsey tules
EAV8-17Mar2016,3/17/2016,9:35:00,sweepnet,38.25902,-121.79259,14.39999962,236,7.099999905,NA,NA,47.20000076,4=flood,1=absent,0.375,100,12.63,Collembola,151,151,Lindsey tules
EAV8-17Mar2016,3/17/2016,9:35:00,sweepnet,38.25902,-121.79259,14.39999962,236,7.099999905,NA,NA,47.20000076,4=flood,1=absent,0.375,100,12.63,Hyalella,3,3,Lindsey tules
EAV8-17Mar2016,3/17/2016,9:35:00,sweepnet,38.25902,-121.79259,14.39999962,236,7.099999905,NA,NA,47.20000076,4=flood,1=absent,0.375,100,12.63,Planorbidae UNID,1,1,Lindsey tules
EAV8-17Mar2016,3/17/2016,9:35:00,sweepnet,38.25902,-121.79259,14.39999962,236,7.099999905,NA,NA,47.20000076,4=flood,1=absent,0.375,100,12.63,Prostoma,1,1,Lindsey tules
EAV8-17Mar2016,3/17/2016,9:35:00,sweepnet,38.25902,-121.79259,14.39999962,236,7.099999905,NA,NA,47.20000076,4=flood,1=absent,0.375,100,12.63,Oligocheate,2,2,Lindsey tules
EAV8-17Mar2016,3/17/2016,9:35:00,sweepnet,38.25902,-121.79259,14.39999962,236,7.099999905,NA,NA,47.20000076,4=flood,1=absent,0.375,100,12.63,Lumbricidae,15,15,Lindsey tules
EAV8-17Mar2016,3/17/2016,9:35:00,sweepnet,38.25902,-121.79259,14.39999962,236,7.099999905,NA,NA,47.20000076,4=flood,1=absent,0.375,100,12.63,Chironomid Larvae,12,12,Lindsey tules
EAV8-17Mar2016,3/17/2016,9:35:00,sweepnet,38.25902,-121.79259,14.39999962,236,7.099999905,NA,NA,47.20000076,4=flood,1=absent,0.375,100,12.63,Lymnaea,8,8,Lindsey tules
EAV8-17Mar2016,3/17/2016,9:35:00,sweepnet,38.25902,-121.79259,14.39999962,236,7.099999905,NA,NA,47.20000076,4=flood,1=absent,0.375,100,12.63,Snail Other,3,3,Lindsey tules
EAV8-17Mar2016,3/17/2016,9:35:00,sweepnet,38.25902,-121.79259,14.39999962,236,7.099999905,NA,NA,47.20000076,4=flood,1=absent,0.375,100,12.63,Isopod other,1,1,Lindsey tules
EAV8-17Mar2016,3/17/2016,9:35:00,sweepnet,38.25902,-121.79259,14.39999962,236,7.099999905,NA,NA,47.20000076,4=flood,1=absent,0.375,100,12.63,Staphylinidae adult,5,5,Lindsey tules
EAV8-17Mar2016,3/17/2016,9:35:00,sweepnet,38.25902,-121.79259,14.39999962,236,7.099999905,NA,NA,47.20000076,4=flood,1=absent,0.375,100,12.63,Insect Unid,1,1,Lindsey tules
EAV8-17Mar2016,3/17/2016,9:35:00,sweepnet,38.25902,-121.79259,14.39999962,236,7.099999905,NA,NA,47.20000076,4=flood,1=absent,0.375,100,12.63,Spider,3,3,Lindsey tules
EAV8-27MAR2017,3/27/2017,13:33:00,sweepnet,38.23414087,-121.6691908,11.60000038,84,6.5,NA,36,143,2=ebb,1=absent,0.375,100,NA,Ceratopogonidae larvae,3,3,Miner Tules
EAV8-27MAR2017,3/27/2017,13:33:00,sweepnet,38.23414087,-121.6691908,11.60000038,84,6.5,NA,36,143,2=ebb,1=absent,0.375,100,NA,Insect larvae Other,1,1,Miner Tules
EAV8-27MAR2017,3/27/2017,13:33:00,sweepnet,38.23414087,-121.6691908,11.60000038,84,6.5,NA,36,143,2=ebb,1=absent,0.375,100,NA,Nematode,1,1,Miner Tules
EAV8-27MAR2017,3/27/2017,13:33:00,sweepnet,38.23414087,-121.6691908,11.60000038,84,6.5,NA,36,143,2=ebb,1=absent,0.375,100,NA,Neomysis mercedis,1,1,Miner Tules
EAV8-27MAR2017,3/27/2017,13:33:00,sweepnet,38.23414087,-121.6691908,11.60000038,84,6.5,NA,36,143,2=ebb,1=absent,0.375,100,NA,Oligocheate,8,8,Miner Tules
EAV8-27MAR2017,3/27/2017,13:33:00,sweepnet,38.23414087,-121.6691908,11.60000038,84,6.5,NA,36,143,2=ebb,1=absent,0.375,100,NA,Ostracods,5,5,Miner Tules
EAV8-27MAR2017,3/27/2017,13:33:00,sweepnet,38.23414087,-121.6691908,11.60000038,84,6.5,NA,36,143,2=ebb,1=absent,0.375,100,NA,Polychaete,103,103,Miner Tules
EAV8-27MAR2017,3/27/2017,13:33:00,sweepnet,38.23414087,-121.6691908,11.60000038,84,6.5,NA,36,143,2=ebb,1=absent,0.375,100,NA,Coenagrionidae larvae,1,1,Miner Tules
EAV8-27MAR2017,3/27/2017,13:33:00,sweepnet,38.23414087,-121.6691908,11.60000038,84,6.5,NA,36,143,2=ebb,1=absent,0.375,100,NA,Hyalella,16,16,Miner Tules
EAV8-27MAR2017,3/27/2017,13:33:00,sweepnet,38.23414087,-121.6691908,11.60000038,84,6.5,NA,36,143,2=ebb,1=absent,0.375,100,NA,Chironomid Larvae,7,7,Miner Tules
EAV8-27MAR2017,3/27/2017,13:33:00,sweepnet,38.23414087,-121.6691908,11.60000038,84,6.5,NA,36,143,2=ebb,1=absent,0.375,100,NA,Crangonyx,4,4,Miner Tules
EAV8-27MAR2017,3/27/2017,13:33:00,sweepnet,38.23414087,-121.6691908,11.60000038,84,6.5,NA,36,143,2=ebb,1=absent,0.375,100,NA,Fluminicola,23,23,Miner Tules
EAV8-30MAR2017,3/30/2017,13:30:00,sweepnet,38.08360788,-121.723387,14.30000019,128,7,13.80000019,25,55.79999924,2=ebb,1=absent,0.375,100,NA,Caecidotea,1,1,Decker Breach
EAV8-30MAR2017,3/30/2017,13:30:00,sweepnet,38.08360788,-121.723387,14.30000019,128,7,13.80000019,25,55.79999924,2=ebb,1=absent,0.375,100,NA,Amphipod UNID,2,2,Decker Breach
EAV8-30MAR2017,3/30/2017,13:30:00,sweepnet,38.08360788,-121.723387,14.30000019,128,7,13.80000019,25,55.79999924,2=ebb,1=absent,0.375,100,NA,Hyalella,7,7,Decker Breach
EAV8-30MAR2017,3/30/2017,13:30:00,sweepnet,38.08360788,-121.723387,14.30000019,128,7,13.80000019,25,55.79999924,2=ebb,1=absent,0.375,100,NA,Chironomid Larvae,14,14,Decker Breach
EAV8-30MAR2017,3/30/2017,13:30:00,sweepnet,38.08360788,-121.723387,14.30000019,128,7,13.80000019,25,55.79999924,2=ebb,1=absent,0.375,100,NA,Americorophium spinicorne,6,6,Decker Breach
EAV8-30MAR2017,3/30/2017,13:30:00,sweepnet,38.08360788,-121.723387,14.30000019,128,7,13.80000019,25,55.79999924,2=ebb,1=absent,0.375,100,NA,Gnorimosphaeroma,1,1,Decker Breach
EAV8-30MAR2017,3/30/2017,13:30:00,sweepnet,38.08360788,-121.723387,14.30000019,128,7,13.80000019,25,55.79999924,2=ebb,1=absent,0.375,100,NA,Corixidae,2,2,Decker Breach
EAV8-30MAR2017,3/30/2017,13:30:00,sweepnet,38.08360788,-121.723387,14.30000019,128,7,13.80000019,25,55.79999924,2=ebb,1=absent,0.375,100,NA,Oligocheate,1,1,Decker Breach
EAV8-30MAR2017,3/30/2017,13:30:00,sweepnet,38.08360788,-121.723387,14.30000019,128,7,13.80000019,25,55.79999924,2=ebb,1=absent,0.375,100,NA,Snail Other,1,1,Decker Breach
EAV8-30MAR2017,3/30/2017,13:30:00,sweepnet,38.08360788,-121.723387,14.30000019,128,7,13.80000019,25,55.79999924,2=ebb,1=absent,0.375,100,NA,Diptera Pupae,1,1,Decker Breach
EAV8-30MAR2017,3/30/2017,13:30:00,sweepnet,38.08360788,-121.723387,14.30000019,128,7,13.80000019,25,55.79999924,2=ebb,1=absent,0.375,100,NA,Gammarid juvenile,15,15,Decker Breach
EAV8-30MAR2017,3/30/2017,13:30:00,sweepnet,38.08360788,-121.723387,14.30000019,128,7,13.80000019,25,55.79999924,2=ebb,1=absent,0.375,100,NA,Crangonyx,3,3,Decker Breach
EAV8-30MAR2017,3/30/2017,13:30:00,sweepnet,38.08360788,-121.723387,14.30000019,128,7,13.80000019,25,55.79999924,2=ebb,1=absent,0.375,100,NA,Eggs UNID,8,8,Decker Breach
eav8-3APR2017,4/3/2017,11:19:00,sweepnet,38.04218957,-121.8444516,15.19999981,148,6.800000191,12.60000038,44,54.5,2=ebb,1=absent,0.375,100,NA,Chironomid Larvae,4,4,801 FRP
eav8-3APR2017,4/3/2017,11:19:00,sweepnet,38.04218957,-121.8444516,15.19999981,148,6.800000191,12.60000038,44,54.5,2=ebb,1=absent,0.375,100,NA,Oligocheate,1,1,801 FRP
eav8-3APR2017,4/3/2017,11:19:00,sweepnet,38.04218957,-121.8444516,15.19999981,148,6.800000191,12.60000038,44,54.5,2=ebb,1=absent,0.375,100,NA,Corixidae,1,1,801 FRP
eav8-3APR2017,4/3/2017,11:19:00,sweepnet,38.04218957,-121.8444516,15.19999981,148,6.800000191,12.60000038,44,54.5,2=ebb,1=absent,0.375,100,NA,Amphipod UNID,1,1,801 FRP
eav8-3APR2017,4/3/2017,11:19:00,sweepnet,38.04218957,-121.8444516,15.19999981,148,6.800000191,12.60000038,44,54.5,2=ebb,1=absent,0.375,100,NA,Diptera Pupae,1,1,801 FRP
eav8-3APR2017,4/3/2017,11:19:00,sweepnet,38.04218957,-121.8444516,15.19999981,148,6.800000191,12.60000038,44,54.5,2=ebb,1=absent,0.375,100,NA,Crangonyx,2,2,801 FRP
eav8-3APR2017,4/3/2017,11:19:00,sweepnet,38.04218957,-121.8444516,15.19999981,148,6.800000191,12.60000038,44,54.5,2=ebb,1=absent,0.375,100,NA,Diptera Adult,1,1,801 FRP
EAV8-3May2016,5/3/2016,13:27:00,sweepnet,38.29617,-121.68986,21,346,8.800000191,12.89999962,26,44.59999847,4=flood,1=absent,0.375,100,NA,Oligocheate,8,8,Liberty tules
EAV8-3May2016,5/3/2016,13:27:00,sweepnet,38.29617,-121.68986,21,346,8.800000191,12.89999962,26,44.59999847,4=flood,1=absent,0.375,100,NA,Diptera Pupae,1,1,Liberty tules
EAV8-3May2016,5/3/2016,13:27:00,sweepnet,38.29617,-121.68986,21,346,8.800000191,12.89999962,26,44.59999847,4=flood,1=absent,0.375,100,NA,Egg Sacs,1,1,Liberty tules
EAV8-3May2016,5/3/2016,13:27:00,sweepnet,38.29617,-121.68986,21,346,8.800000191,12.89999962,26,44.59999847,4=flood,1=absent,0.375,100,NA,Hyalella,2,2,Liberty tules
EAV8-3May2016,5/3/2016,13:27:00,sweepnet,38.29617,-121.68986,21,346,8.800000191,12.89999962,26,44.59999847,4=flood,1=absent,0.375,100,NA,Corixidae,19,19,Liberty tules
EAV8-3May2016,5/3/2016,13:27:00,sweepnet,38.29617,-121.68986,21,346,8.800000191,12.89999962,26,44.59999847,4=flood,1=absent,0.375,100,NA,Ostracods,1,1,Liberty tules
EAV8-3May2016,5/3/2016,13:27:00,sweepnet,38.29617,-121.68986,21,346,8.800000191,12.89999962,26,44.59999847,4=flood,1=absent,0.375,100,NA,Chironomid Larvae,1,1,Liberty tules
EAV8-3May2016,5/3/2016,13:27:00,sweepnet,38.29617,-121.68986,21,346,8.800000191,12.89999962,26,44.59999847,4=flood,1=absent,0.375,100,NA,Diptera Adult,1,1,Liberty tules
EAV8-4APR2017,4/4/2017,11:00:00,sweepnet,38.0215,-121.83319,15.60000038,158,7.199999809,12.5,54,13.60000038,2=ebb,1=absent,0.375,100,NA,Collembola,3,3,Dow 5
EAV8-4APR2017,4/4/2017,11:00:00,sweepnet,38.0215,-121.83319,15.60000038,158,7.199999809,12.5,54,13.60000038,2=ebb,1=absent,0.375,100,NA,Corophiid Juvenile,1,1,Dow 5
EAV8-4APR2017,4/4/2017,11:00:00,sweepnet,38.0215,-121.83319,15.60000038,158,7.199999809,12.5,54,13.60000038,2=ebb,1=absent,0.375,100,NA,Fish,1,1,Dow 5
EAV8-4APR2017,4/4/2017,11:00:00,sweepnet,38.0215,-121.83319,15.60000038,158,7.199999809,12.5,54,13.60000038,2=ebb,1=absent,0.375,100,NA,Gnorimosphaeroma,2,2,Dow 5
EAV8-4APR2017,4/4/2017,11:00:00,sweepnet,38.0215,-121.83319,15.60000038,158,7.199999809,12.5,54,13.60000038,2=ebb,1=absent,0.375,100,NA,Diptera Adult,4,4,Dow 5
EAV8-4APR2017,4/4/2017,11:00:00,sweepnet,38.0215,-121.83319,15.60000038,158,7.199999809,12.5,54,13.60000038,2=ebb,1=absent,0.375,100,NA,Physa,2,2,Dow 5
EAV8-4APR2017,4/4/2017,11:00:00,sweepnet,38.0215,-121.83319,15.60000038,158,7.199999809,12.5,54,13.60000038,2=ebb,1=absent,0.375,100,NA,Chironomid Larvae,6,6,Dow 5
EAV8-4APR2017,4/4/2017,11:00:00,sweepnet,38.0215,-121.83319,15.60000038,158,7.199999809,12.5,54,13.60000038,2=ebb,1=absent,0.375,100,NA,Hymenoptera Other,1,1,Dow 5
EAV8-4APR2017,4/4/2017,11:00:00,sweepnet,38.0215,-121.83319,15.60000038,158,7.199999809,12.5,54,13.60000038,2=ebb,1=absent,0.375,100,NA,Crangonyx,18,18,Dow 5
EAV8-6APR2017,4/6/2017,12:30:00,sweepnet,38.05212368,-121.8542861,15.39999962,157,7.5,11.89999962,NA,21.10000038,NA,1=absent,0.375,100,NA,Americorophium spinicorne,2,2,Winter 5
EAV8-6APR2017,4/6/2017,12:30:00,sweepnet,38.05212368,-121.8542861,15.39999962,157,7.5,11.89999962,NA,21.10000038,NA,1=absent,0.375,100,NA,Talitridae,9,9,Winter 5
EAV8-6APR2017,4/6/2017,12:30:00,sweepnet,38.05212368,-121.8542861,15.39999962,157,7.5,11.89999962,NA,21.10000038,NA,1=absent,0.375,100,NA,Curculionidae Larvae,1,1,Winter 5
EAV8-6APR2017,4/6/2017,12:30:00,sweepnet,38.05212368,-121.8542861,15.39999962,157,7.5,11.89999962,NA,21.10000038,NA,1=absent,0.375,100,NA,Diptera Adult,3,3,Winter 5
EAV8-6APR2017,4/6/2017,12:30:00,sweepnet,38.05212368,-121.8542861,15.39999962,157,7.5,11.89999962,NA,21.10000038,NA,1=absent,0.375,100,NA,Diptera Pupae,4,4,Winter 5
